loss,val_loss
0.15422984957695007,0.1141221895813942
0.11115694791078568,0.10673963278532028
0.1054227277636528,0.10258927196264267
0.10258571058511734,0.10073237121105194
0.10084646940231323,0.09947074949741364
0.09952749311923981,0.09807039052248001
0.0984874963760376,0.09732664376497269
0.09767637401819229,0.09654277563095093
0.09692682325839996,0.09613895416259766
0.09631084650754929,0.09546574205160141
0.09581945836544037,0.09482626616954803
0.09539657086133957,0.09470908343791962
0.0950557291507721,0.09427305310964584
0.0946708470582962,0.09406652301549911
0.09437385201454163,0.09394970536231995
